Name,Score,Address,City,Zip
Village Coffee,92.33333333,7781 SW Capitol Hwy,Portland,97219
Tastebud Multnomah Village,98.5,7783 SW Capitol Hwy,Portland,97219
CASA VACA TAQUERIA,76,7800 SW Capitol Hwy,Portland,97219
Flying Pie Pizzeria,97,7804 SE Stark St,Portland,97215
Oaks Park Rink-- Catering-- Dancehall,97.25,7805 SE Oaks Park Way,Portland,97202
Prosperity Pie Shoppe,98.33333333,7814 SW Capitol Hwy,Portland,97219
Safari Restaurant,92.75,7815 SE Powell Blvd,Portland,97206
Academy Theater,100,7818 SE Stark St,Portland,97215
Fat City Cafe,84,7820 SW Capitol Hwy,Portland,97219
Binh Minh Sandwiches,94,7821 SE Powell Blvd,Portland,97206
Ship Tavern,91,7827 SW 35th Ave,Portland,97219
Down to Earth Cafe,90,7828 SW 35th Ave,Portland,97219
Sarah Bellum's Bakery & Workshop,100,7828 SW Capitol Highway,Portland,97219
Wei Wei,94,7835 SE 13th Ave,Portland,97202
Vino Veritas,96,7835 SE Stark St 101,Portland,97215
Level Beer - Multnomah Village,100,7840 SW Capitol Highway,Portland,97219
Nectar Frozen Yogurt,82,7847 SW Capitol Hwy,Portland,97219
Diamond Darcys,98.33333333,785 NE 242nd Dr,Troutdale,97060
Foster Gardens Tavern,95.75,7855 SE Foster Rd,Portland,97206
Little Big Burger (Hassalo),100,787 NE Holladay St,Portland,97232
"Red Robin, #351",96.66666667,789 NW Division St,Gresham,97030
Buck Horn Family Restaurant,92.33333333,790 NW Frontage Rd,Troutdale,97060
Embassy Suites,95.66666667,7900 NE 82nd Ave,Portland,97220
Spunky Monkey Coffee,86.33333333,7900 SW Barbur Blvd,Portland,97219
Blue Kangaroo Coffee Roasters,93.5,7901 SE 13th Ave,Portland,97202
Andys Bar,98.75,7901 SE Foster Rd,Portland,97206
Pizza Hut #2873,100,7901 SE Powell Blvd A2,Portland,97206
Chungdam Korean Restaurant,91.66666667,7901 SE Powell Blvd STE A1,Portland,97206
Lotos,100,7901 SE Powell Blvd Suite Ac,Portland,97206
Bipartisan Cafe,96,7901 SE Stark St,Portland,97215
Thatcher's Bar & Grill,85.5,7906 SE Stark St,Portland,97215
Vintage Cocktail Lounge,96,7907 SE Stark St,Portland,97215
Marcos Cafe Espresso Bar,89,7910 SW 35th Ave,Portland,97219
Jade Bistro,87,7912 SE 13th Ave,Portland,97202
Redwood,91.5,7915 SE Stark St,Portland,97215
Beer Bunker,96,7918 SE Stark St,Portland,97215
"Jack in the Box, #7124",90,7921 NE Martin Luther King Jr Blvd,Portland,97211
Hanoi Kitchen,95.66666667,7925 NE Glisan St,Portland,97213
Thai Lahnna Restaurant,93.75,7937 SE 13th Ave,Portland,97202
Townshend's Tea Company,97.33333333,7940 SE Stark St,Portland,97215
"Spot 79 Bar And Grill,",89,7944 SE Foster Rd,Portland,97206
Nama Ramen,87.75,7952 SE 13th Ave,Portland,97202
Gabagool,89.75,7955 N Lombard St,Portland,97203
Grand Central Bakery,94,7987 SE 13th Ave,Portland,97202
Moreland Ale House,84.33333333,7995 SE Milwaukie Ave,Portland,97202
Turn Turn Turn,100,8 NE Killingsworth St,Portland,97211
Roseland Theatre,100,8 NW 6th Ave,Portland,97209
Sushi Mazi,99,80 SE Madison St,Portland,97214
Good Neighbor Pizzeria,94,800 NE Dekum St,Portland,97211
Cafe 800,98.5,800 NE Oregon St,Portland,97232
Trackside Cafe,98.85714286,800 NW 6th Ave,Portland,97209
Paitong Thai Cuisine,83,8000 NE Glisan St,Portland,97213
Opa Pizzaria,84.5,8000 SE 13th Ave,Portland,97202
Shimmers,92.33333333,8000 SE Foster Rd,Portland,97206
East Glisan Pizza Lounge,96.66666667,8001 NE Glisan St,Portland,97213
"Dottys Deli, #22",99.25,8001 SE Powell Blvd G,Portland,97206
Thien hoang Restaurant,90,8001 SE Powell Blvd K,Portland,97206
Bambu Desserts and Drinks,99.25,8001 SE Powell Blvd M,Portland,97206
Kkoki Korean BBQ,81.5,8001 SE Powell Boulevard,Portland,97206
Leisure,93,8002 N Lombard St,Portland,97203
Ya Hala Lebanese Cuisine,97,8005 SE Stark St,Portland,97215
Fireside,99.25,801 NW 23rd Ave,Portland,97210
McDonalds,100,8011 NE Martin Luther King Jr Blvd,Portland,97211
Montavilla Saloon,100,8012 NE Glisan St,Portland,97213
Bucket Brigade Cafe and Ale House,96.66666667,8012 SE Powell Blvd,Portland,97206
Case Study Coffee,95.75,802 SW 10th Ave,Portland,97205
Potbelly Sandwich Shops,94.66666667,802 SW 6th Ave,Portland,97204
Park City Pub,97.33333333,8025 NE Sandy Blvd,Portland,97213
Nick's Double Up Deli,92.75,8028 SE Powell Blvd 101,Portland,97206
"La Sirenita, #2",86,8029 SE 17th Ave,Portland,97202
Danwei Canting,100,803 SE Stark St,Portland,97214
Skyline Tavern,98.33333333,8031 NW Skyline Blvd,Portland,97229
Banh Mi Up,87,8037 N Lombard St,Portland,97203
